"text","staff","amenities","food/drinks","cleanliness","location"
"Excellent location condition and staff.",1,0,0,0,1
"The hotel was conveniently located at the north end of Via Duomo which put it within walking distance of the old town pedestrianized areas and restaurants.",0,0,0,0,1
"It is also close to a metro stop.",0,0,0,0,1
"Naples is a very walkable city and this location worked out well.",0,0,0,0,1
"The location was very quiet on an upper level of an old building.",0,0,0,0,1
"Great food options walking distance for lunch dinner or breakfast.",0,0,1,0,1
"So friendly!",1,0,0,0,0
"The harbor the boats in the harbor close to the beach clean",0,0,0,0,0
"clean units.",0,0,0,-1,0
"Very pleasant experience staff was very friendly.",1,0,0,0,0
"The staff were polite and welcoming  well except for the rather grumpy lady at check out no problem honestly.",1,0,0,0,0
"Professional polite staff at reception.",1,0,0,0,0
"Walking distance to restaurants and shops.",0,0,0,0,1
"Lively breakfast shoppe on site not included.",0,0,1,0,0
"Pleasant stay and would consider staying here again for an extended stay due to amenities in the room which was bright and clean.",0,0,0,1,0
"Very nice location quiet place nice room.",0,0,0,0,1
"would never stay here again was dirty and the bed terrible",0,0,0,0,0
"The staff is extremely friendly.",1,0,0,0,0
"Room was clean and very nice.",0,0,0,1,0
"We love this hotel great location walking distance to the beach and 3rd and 5th street restaurants.",0,0,0,0,1
"Friendly staff good food nice bed no hot water in shower",0,0,0,0,0
"Breakfast was good.",0,0,1,0,0
"Rooms are clean and updated.",0,0,0,1,0
"Fresh cold water coffee or tea  always available.",0,0,1,0,0
"Front desk was friendly and attentive especially  Dennis and Tammy who where extremely pleasant.",1,0,0,0,0
"Friendly staff very clean rooms nice breakfast options!",1,0,1,1,0
"Very courteous staff.",1,0,0,0,0
"Clean comfortable suite and fantastic breakfast selection.",0,0,1,1,0
"VERY CLEAN HOTEL!!!!",0,0,0,1,0
"Great diverse breakfast!",0,0,1,0,0
"Plenty of hot water for showers the WiFi and cable TV worked perfectly and the mini fridge actually kept drinks what is uper cold a rarity in that size refrigerator.",0,0,1,0,0
"My only suggestion would be to add some napkins to the minibar area.",0,0,0,0,1
"Staff members were all very helpful and kind room was comfortable and very clean.",1,0,0,1,0
"Did not experience the area.",0,0,0,0,0
"The hotel is nice clean and modern.",0,0,0,1,0
"The rooms are big enough for 2 adults and 2 teens and has a sitting area.",0,0,0,0,1
"Breakfast was very good.",0,0,1,0,0
"Had good time in Naples  Housekeeping was lousy room not properly stocked room was not cleaned for several days b Had a clogged toilet at 8 pm engineering was gone for the day I was handed a plunger for do it yourself  This is unacceptable  Had to request toilet paper have the trash removed",0,0,0,0,0
"No issues clean comfortable Friendly staff.",0,0,0,0,0
"A nice hotel close to the highway comfortable room good breakfast.",0,0,1,0,0
"Nice hotel what is uper clean only down side is the rooms are very small but the great breakfast made up for that it had variety and they were constantly bringing food out so there was enough throughout the three hours.",0,0,1,1,0
"Hot breakfast comfy beds great staff.",1,0,1,0,0
"The area feels safe and was well lit.",0,0,0,0,1
"This facility is very out dated shabby and does not appear clean.",0,0,0,0,0
"Carpets and bedding are worn thread-bare and stained.",0,0,0,0,0
"The hotel is next to the Park where the deers roam free and an Art Exhibition is in the park.",0,0,0,0,1
"I was very satisfied with the staff.",1,0,0,0,0
"Ryokan is perfectly located near Nara Park and the major attractions.",0,0,0,0,1
"Staff is friendly and very helpful.",1,0,0,0,0
"Wonderfully located the 5 story pagoda is maybe 100 meters away... wonderful service beautiful and comfortable room.",1,0,0,0,0
"Incredible breakfast we had our table prepared with variety of dishes in a private alcove !",0,0,1,0,0
"Location is right across the street from the Kintetsu Nara Station.",0,0,0,0,-1
"Location is prime.",0,0,0,0,1
"Next to Nara Park n also train station.",0,0,0,0,0
"Excellent location next to Kintetsu Nara station.",0,0,0,0,1
"A pleasant stay but the staff could have been more welcoming.",1,0,0,0,0
"location was great as it was just beside the nara train station.",0,0,0,0,1
"Staff was very courteous and made you feel welcome.",1,0,0,0,0
"Advice do not pay for the dinner or breakfast you get much better value for money if you eat at the eating places at the nara station.",0,0,0,0,0
"Located next to the major park/tourist attraction of Nara very short walk to Nara station and the BEST onsen I have found so far.",0,0,0,0,1
"Staff were as you expect good staff to be without being over the top.",0,0,0,0,0
"Breakfast not good for the price.",0,0,0,0,0
"Staff was what is uper friendly and helpful.",1,0,0,0,0
"Great central location.",0,0,0,0,1
"Rooms are dated but clean.",0,0,0,0,0
"A beautiful hotel that is well located to nice places nearby.",0,0,0,0,1
"Location is excellent for both local and JR stations.",0,0,0,0,1
"In the prime area of Nara close to shopping eating and public transportation and still by foot you can easily access Nara's park temple landscape....",0,0,0,0,1
"We were disappointed the area was cool but the hotel not so much.",0,0,0,0,0
"Comfortable and friendly.",1,0,0,0,0
"Nice breakfast buffet with both authentic Japanese and western items.",0,0,1,0,0
"Very comfortable well appointed Hotel on Sanjo Dori the main shopping street that runs from Nara station to the famous deer park.",0,0,0,0,1
"We walked to all the sights from here and very much enjoyed our stay in Nara.",0,0,0,0,1
"very respectful and helpful staffs.",1,0,0,0,0
"clean hotel.",0,0,0,-1,0
"one thing we did not like was the breakfast buffet  it was not what we expected for breakfast.",0,0,1,0,0
"The hotel is located in a great position for reaching many of Nara's prime tourist locations.",0,0,0,0,1
"It is also close to two JR stations for getting around.",0,0,0,0,1
"Hotel staff were great and English was not a barrier to excellent service.",1,0,0,0,0
"Clean convenient and polite staff.",1,0,0,1,0
"Hotel is conveniently located near the kintetsu line and close to attractions like the Deer Park Todai-ji and Kasuga-Taisha",0,0,0,0,1
"This hotel was hard for me to locate even through  GPS as I drove from Kyoto  but the worst was my room  so noisy  it was because all the dishes  bowls and kitchen wares were cleaning just next to my room after dinner from Restaurant.... Can you imagine??? ?",0,0,0,0,0
"Great location - 5 min max by foot from station and 15min from park a lot of places around to eat.",0,0,0,0,1
"Compared to other hotels in Japan - this was not that clean.",0,0,0,0,0
"For dinner and breakfast - it would be nice to have some 'instructions' included as it hard to get what it is and what is for : but staff tries its best to explain with little english knowledge.",1,0,1,0,0
"Very kind and polite staff speak good English.",0,0,0,0,0
"The food is great.",0,0,1,0,0
"Service is fatastic.",-1,0,0,0,0
"Lovely traditional place with remarkable breakfasts and dinners included.",0,0,1,0,0
"The breakfast was excellent and the location at the the heart of Nara speaks for itself.",0,0,1,0,1
"Location was the best feature as Nara park is a couple short blocks away as well as several businesses and restaurants.",0,0,0,0,1
"Nice good friendly staff.",1,0,0,0,0
"Breakfast is good and free.",0,0,1,0,0
"We got the half board so what is upper was provided and it was a beautiful spread of everything you would imagine for a Japanese dinner.",0,0,1,0,0
"The staff was very helpful and courteous.",1,0,0,0,0
"The view could have been better from our room and there was not a lovely garden on the property but we enjoyed our stay simply based on the food the staff and the comfortable room.",1,0,1,0,0
"Wonderful hotel staff made our extra night bearable.",1,0,0,0,0
"The  restaurant was top quality and the rooms beautifully appointed and clean!",0,0,0,1,0
"Lovely area and motel close handy to all conveniences and beaches.",0,0,0,0,0
"The staff were friendly the owner showed us around and organised parking out the back for us even after a 21:30 arrival.",1,0,0,0,0
"Excellent location easy access to all town facilitys",0,0,0,0,1
"Great service did not get to try the food .",1,0,1,0,0
"Friendly service easy parking no complaints really!",1,0,0,0,0
"Good location with easy walk to local eateries lookouts and town!",0,0,0,0,1
"Great location on a hill with amazing views.",0,0,0,0,1
"Arrived at around dinner time and had to wait until someone arrived to check us in.",0,0,0,0,0
"Suite was outdated and the sofa had a musty smell that made it not very comfortable to sit on.",0,0,0,0,0
"Bathroom and bed were very clean and comfortable.",0,0,0,1,0
"Food at the restaurant was good.",0,0,0,0,0
"There WAS a dead cockroach on  my bedside table and the place smelt musty.",0,0,0,0,0
"There was also a sewing needle complete with red thread stuck in the blue curtains near the sofa.",0,0,0,0,0
"The room had a great view of the ocean  was clean and tidy.",0,0,0,1,0
"The food at the resterant also good.",0,0,1,0,0
"Good restaurant and friendly service.",1,0,0,0,0
"Beautiful view nice large room and staff were courteous and very helpful.",1,0,0,0,0
"We stayed at this wonderful friendly inn with a fantastic view of the coast.",1,0,0,0,0
"Great place and love the Turtle Soup Restaurant and Bar!",0,0,1,0,0
"Close to walk to things.",0,0,0,0,1
"Room was in great condition and staff were friendly and courteous",1,0,0,0,0
"This was a nice clean and cozy place to stay.",0,0,0,1,0
"Lovely Inn in a beautiful location!",0,0,0,0,1
"Location was good staff was not helpful and room was dirty.",0,0,0,0,0
"staff was great very friendly cozy room clean organized and had a really comfortable look and feel to it.",1,0,0,1,0
"The room was just great and you could see the attention to detail and how clean it was.",0,0,0,1,0
"All of our needs were met and we look forward to being guests again in the near future!",0,0,0,0,1
"Nice clean room and bathroom.",0,0,0,1,0
"Friendly helpful staff. A",1,0,0,0,0
"Very clean...Very comfortable...Great Staff...Great Food  the Turtle Soup.",1,0,1,1,0
"Ate dinner on porch.",0,0,-1,0,0
"The hotel is a cute place in a quiet location and was very clean and comfortable.",0,0,0,1,1
"The front desk staff is professional and the breakfast buffet is fantastic.",1,0,1,0,0
"The location is a bit of a tough walk uphill with a heavy bag but only about 10 minutes from the train station.",0,0,0,0,1
"Great breakfast.",0,0,1,0,0
"When you walk in for the first time you think 'This is an older hotel.",0,0,0,0,-1
"The breakfast was great with a terrific view and the service was outstanding.",1,0,1,0,0
"Good breakfast.",0,0,1,0,0
"great front desk staff.",1,0,0,0,0
"Very average food would prefer eating outside Best part is that it is very close to Sula  Trayambakeshwar both.",0,0,1,0,0
"Staff were not friendly  gud .",0,0,0,0,0
"Hotel staff is courteous  punctual under the leadership of manager Mr. Hasan.",1,0,0,0,0
"No smoking rooms had bad smoking smell.",0,0,0,0,0
"They have to change my room because of smell.",0,0,0,0,0
"We stayed there for work for 7 days they never cleaned our room too many people live in there",0,0,0,0,0
"Room was clean and decent.",0,0,0,1,0
"The front desk staff was the only silver lining at this place.",0,0,0,0,0
"The bed was only made once in our 4 night stay and the dirty towels were left on the dresser one day.",0,0,0,0,0
"The room smelled like cigarette smoking despite it being a non smoking room and the mattress had odd stains.",0,0,0,0,0
"At the end of the day it was safe and *hopefully* clean but I would recommend looking elsewhere.",0,0,0,0,0
"IF BREAKFAST AND FREE WIFI COULD BE AVAILABLE IT WOULD BE PERFECT.",0,0,1,0,0
"Hotel staff was nice and the front office was clean.",-1,0,0,-1,0
"The next issue was the sheets were not clean and the bedspread looked used.",0,0,0,0,0
"Great staff and good food!",1,0,1,0,0
"Beautiful condo very clean.",0,0,0,1,0
"Very clean.",0,0,0,1,0
"Great golf place to stay in nearby Columbus IN 16 mi and just down the street to Nashville.",0,0,0,0,-1
"The condo was clean and roomy.",0,0,0,1,0
"Great view of the golf course and a few short steps from the restaurant/bar and pro shop.",0,0,1,0,0
"There was only one actual coffee cup in the cabinet the TVs are old and outdated only 3 washcloths in the bathroom.",0,0,0,0,0
"The condo was very comfortable clean and pleasant.",0,0,0,1,0
"Friendly staff beautiful surroundings and sparkling clean accommodations.",1,0,0,1,0
"Was clean top quality of service  The location was beautiful The 19th hole is a must-try food is great surface is great lots of fun just visiting with locals have family in the area will always stay here every time we come to town.",1,0,1,0,1
"Very spacious and clean.",0,0,0,1,0
"The staff was wonderful.",1,0,0,0,0
"Dirty.",0,0,0,0,0
"Was a good visit courteous and was clean",1,0,0,1,0
"The room was filthy they dealt drugs outside all night long and the service was horrible.",0,0,0,0,0
"When attempting to address management was argumentative and nasty.",0,0,0,0,0
"Bathroom needed some cleaning.",0,0,0,0,0
"Maid knocked on my door 10 mins before checkout and TOLD me to 'GET OUT'",0,0,0,0,0
"Stay away.",0,0,0,0,0
"It was not just a dirty hole stinking of smoke xxx",0,0,0,0,0
"Had to take an Uber to go Downtown the room smelled like mothballs but the price was reasonable and quiet environment.",0,0,0,1,0
"Facility had nice staff however we found rat feces in the room the shower was literally a spicket  in the wall and the building was in disaray.",0,0,0,0,0
"The TV only got one station as well.",0,0,0,0,0
"The property did not offer any food service so you are forced to search the local area.",0,0,0,0,0
"Also there was a advertising of a continiental breakfast and there was none as previously stated the property had no food service for their guests.",0,0,0,0,0
"Awkward location dilapidated condition.",0,0,0,0,0
"Overall I did not feel safe and it was dirty.",0,0,0,0,0
"Just needed a room for a Dr. Visit central location breakfast included.",0,0,1,0,1
"Clean and comfortable.",0,0,0,1,0
"A bit run down but staff were lovely.",1,0,0,0,0
"Some members of the staff were very nice and some were pretty rude..",0,0,0,0,0
"But the staff was really nice.",1,0,0,0,0
"Within walking distance to the Junkanoo beach and restaurants and the downtown area.",0,0,0,0,0
"The staff was the best I have ever had.",1,0,0,0,0
"Didn’t look like pictures online WiFi was really poor had to ask for hot water but overall the staff was really nice and wasn’t so bad after all.",0,0,0,0,0
"Close to a great beach bar “Tiki bikini hut” and downtown.",0,0,1,0,0
"Was on vacation the hotel didn’t have to look spectacular as long as I had a clean bed and hot water I was good.",0,0,0,1,0
"Beds and towels were clean bit NO hot water.",0,0,0,0,0
"Breakfast not available ans free coffee is available in reception but not in your room.",1,0,1,0,0
"Great little place to stay very close to the beach and beach bars and a close walk to the shops.",0,0,1,0,1
"Seemed like a safe area.",0,0,0,0,0
"Staff was lovely.",1,0,0,0,0
"everything was OK the place is nice and cozy clean can use maintenance but my whole stay there was no hot water I would have to let water run for a looooonnnnnnng time to even get a little warm water",0,0,0,1,0
"Close to everything was worse staying in staff was wonderful",0,0,0,0,0
"Right across the street from the Tiki Bar.",0,0,-1,0,0
"We had to switch rooms because of plumbing malfunctions but the staff was extremely accommodating and the room we ended up in was lovely.",1,0,0,0,0
"It is close to everything and we just can not say enough about how nice the staff is.",1,0,0,0,0
"Despite the repairs it is going through the hotel itself has a lot of character and charm -- more than others in the area.",0,0,0,0,1
"Hotel staff were exellent!",-1,0,0,0,0
"Customer Service was great!",1,0,0,0,0
"Location was good if you want to be in the downtown area.",0,0,0,0,-1
"Room dark sheets old with holes bathroom not cleaned faucet all dirty.",0,0,0,0,0
"Hotel staff was nice and helpful but room was run down.",0,0,0,0,0
"Sheets were clean but over bleached and starched.",0,0,0,0,0
"No Hot Water in the bath unless you ask for it and only the Owner/Manager can turn it on no Coffee or Tea provided or even available at any time.",0,0,0,0,0
"Grumpy manager.",0,0,0,0,0
"No restaurant open for breakfast or anything.",0,0,0,0,0
"I was advised to go around the corner to a coffee shop.",0,0,0,0,0
"The floor was dingy and the bathroom curtains were filthy.",0,0,0,0,0
"Staff are very courteous.",1,0,0,0,0
"The beach is right across the street and downtown is in walking distance or catch the Jitney Bus.",0,0,0,0,0
"There is a nice beach directly across the street and a few restaurants within walking distance.",0,0,0,0,1
"Access to busses and nearby restaurants and beach.",0,0,0,0,0
"Very friendly staff which made the stay wonderful",1,0,0,0,0
"The hotel staff was awesome and I loved my stay with them!",1,0,0,0,0
"Finding the property was easy Friendly Staff clean rooms and a location that can not be beat",1,0,0,1,1
"breakfast has a great variety.",0,0,1,0,0
"Only problem is the location.",0,0,0,0,1
"We had to walk to the Main Street to catch the bus and the walk feels dangerous and the sides are full of trash abandoned cars.",0,0,0,0,0
"Does not feel safe to walk at night.",0,0,0,0,0
"Staff is very nice and friendly.",1,0,0,0,0
"It is just the location that did not work for me.",0,0,0,0,0
"Clean.",0,0,0,-1,0
"Quite and very nice staffs  pool and room.",1,0,0,0,0
"Staff are very friendly and helpful esp especially the lady from house keeping",1,0,0,0,0
"A lil walking.",0,0,0,0,1
"Breakfast was good.",0,0,1,0,0
"They cleaned very well.",0,0,0,1,0
"I didnt expect the service like that.",0,0,0,0,0
"The staff were very nice",1,0,0,0,0
"Wish they did lunch and dinner though.",0,0,0,0,0
"The staff was so nice and friendly.",1,0,0,0,0
"The staff was helpful and our suite had a full kitchen.",1,0,0,0,0
"Unfortunately there was not a bar!!!",0,0,0,0,0
"But location good to get out and about and we made friends with the hotel cat...Mr  concks",0,0,0,0,1
"Great place frienly staff all gated and safe.... only downfall is people pull up to gate threwout the night to get in and lay on the horn to get in the gate just to drop someone off and leave again.",1,0,0,0,0
"At 4 am someone was laying on the horn to get into the gate only to drop some drunk guy off and leave...",0,0,0,0,0
"Helpful staff and room was clean on arrival.",1,0,0,1,0
"Walking distance to downtown Nassau and beaches i.e.Junkanoo",0,0,0,0,-1
"It was safe clean and the breakfast was good.",0,0,1,1,0
"It had good bus connections.",0,0,0,0,0
"The staff provided bottled water.",1,0,0,0,0
"Staff did a great job.",1,0,0,0,0
"The staff is nice and friendly  what San Fun Resort is the hole in the wall in my room you can smell  Sewage  in the room coming from bathroom  toilet bowl loose on the floor .Now I see why there was 2 photos posted showing the bed  front of   Building .",0,0,0,0,0
"Hotel was normal the where friendly and the  bar was cool Breakfast was ok Old building",1,0,1,0,0
"First room the bed wasn’t made hot water wasn’t working and the water smelled stagnant.",0,0,0,0,0
"Clean sheets. .",0,0,0,0,0
"Hair all over room bathroom not clean.",0,0,0,0,0
"Bring your money to buy food bread and coffee every morning is the breakfast they provide.",0,0,-1,0,0
"Breakfast was almost nothing.",0,0,0,0,0
"Not comfortable with the neighborhood hotel or hotel staff.",0,0,0,0,0
"No front desk ...  hotel is old  dirty.",0,0,0,0,0
"Great location but rooms are pretty spartan no shampoo!",0,0,0,0,0
"This hotel was close to campus and clean.",0,0,0,-1,0
"We would stay there again if our needs are good location and a low rate.",0,0,0,0,1
"Place was filthy smelly and very noisy.",0,0,0,0,0
"Staff were abrupt bordering on rude.",0,0,0,0,0
"The room smelled of mold and mildew",0,0,0,0,0
"The room smelled  A/C poor- old window units  rooms not very cool.",0,0,0,0,0
"Place needs a good thorough cleaning.",0,0,0,0,0
"Owners were very friendly and helpful :-",1,0,0,0,0
"Would have been nice had the staff turned on the AC with a reservation.",0,0,0,0,0
"Clean and the beds comfortable.",0,0,0,1,0
"Nothing major but a lot of little things limited number of TV channels bad reception on TV channels that were provided had to move to a different room because of a loose toilet seat the motel clerk was not particularly pleasant etc.",0,0,0,0,0
"Staff was unbelievably patient with our late arrival due to traffic.",1,0,0,0,0
"Great location right on the beach and in the centre of all activities.",0,0,0,0,1
"I was pleasantly surprised by aspects of the location and package that were revealed once I began my stay.",0,0,0,0,1
"Jackie's on the reef is not the ideal option for the adventurous traveler since it is situated way out west with little to do near by.",0,0,0,0,-1
"The Yoga Centre is great if you are looking for peaceful beautiful surroundings away from the bigger complexes which can feel over crowded and full of kids.",0,0,0,0,1
"Yoga classes are a great bonus and add to the experience.",1,0,1,0,1
"Good ground for walking my dog.",0,0,0,0,1
"Property was very clean and well kept for an older property",0,0,0,1,0
"convenient location to Nelson",0,0,0,0,1
"The lady at reception was very friendly.",1,0,0,0,0
"Nice and clean.",0,0,0,1,0
"Nice hotel close to lake and clean room kindly staffs.",1,0,0,1,0
"Guest lounging area is an elevated covered deck overlooking the grounds with bbq tables/chairs room also had kitchenette.",0,0,0,0,1
"A great self-serv breakfast included.",0,0,1,0,0
"the hosts served a great breakfast which included omelettes fruit fresh baked muffins etc.",0,0,1,0,0
"stunning views quiet beach area - be careful crossing busy hwy 3A to get to the beach comfortable adirondack chairs and play area with bb hoop.",0,0,0,0,1
"But nothing could take away the beauty! !",1,0,0,0,1
"The included breakfasts are always wonderful - you will not need lunch!",0,0,1,0,0
"All of staff are very frendly and professional.",1,0,0,0,0
"Also location is good too.",0,0,0,0,1
"Absolutely beautiful and all the staff were very welcoming.",1,0,0,0,0
"What I liked the best were the free breakfasts  the 5 daily credit if you didn’t need the room cleaned on a daily basis.",0,0,1,1,0
"The breakfast was a full meal  outstanding.",0,0,1,0,0
"Room was clean and bed comfortable.",0,0,0,1,0
"Food was nothing fancy but good for the price and met our needs.",0,0,1,0,0
"Quiet place and extremely friendly service.",1,0,0,0,0
"Rooms are clean and comfortable.",0,0,0,1,0
"Restaurant was clean and staff was great  but the food was bland.",1,0,1,1,0
"From the first arrival moment to the moment of departure from staffing to food quality inspired to return.",1,0,1,0,0
"Friendly staff.",1,0,0,0,0
"Lovely clean hotel with a really nice bar perfect for a quiet nightcap after exploring the town.",0,0,1,1,0
"Unfortunately they apparently have a second bar which was right below our room.",0,0,0,0,0
"Staff service was horrible.. from front desk to restaurants lounges..  cleaning lady was the only one that smiled acknowledged customers with a warm smile on the 4th floor.. massage was excellent however staff could put a bit more effort in there services... lack of parking... required to park on street and continue to fill meter every 2 hrs.. inconvenient and costly",0,0,0,0,0
"Terrific  friendly  informative staff and management.",1,0,0,0,0
"Beautiful grounds house and location.",0,0,0,0,0
"Rooms are very comfortable and we were encouraged to enjoy large areas of the home which detail it`s unique history.",0,0,0,0,1
"That does not take away the charm of this place and it is beautiful setting.",-1,0,0,0,-1
"The manor is charming  breakfasts tasty and the hosts welcoming.",0,0,1,0,0
"The hosts are wonderful and make an amazing breakfast.",0,0,1,0,0
"It was such a treat to stay in an 85 year old mansion and to hear the history behind it and the walk up to the garden is beautiful and so peaceful!",0,0,0,0,1
"Friendly staff and great location.",1,0,0,0,1
"The hotel itself is very old but well kept and clean",0,0,0,1,0
"Great location very comfortable beds friendly staff very clean.",1,0,0,1,1
"Beautiful downtown location with cool and very helpful staff",1,0,0,0,1
"Otherwise fine hotel in great location",0,0,0,0,1
"Excellent staff and room was perfect to come back to after wondering around town",1,0,0,0,0
"Great  area of town.",0,0,0,0,1
"Rooms clean enough but had a feel of just clean enough.",0,0,0,1,0
"Staff not what is uper welcoming.",0,0,0,0,0
"With that being said what is uper comfy rooms very clean and friendly staff.",1,0,0,1,0
"Excellent location.",0,0,0,0,1
"Very friendly service.",1,0,0,0,0
"Spacious well appointed clean reasonably modern good location would be happy to return",0,0,0,1,1
"But not much of an issue as the rooms are very clean.",0,0,0,1,0
"spacious suite with balcony kitchen comfortably furnished walking distance to the town highlights  close to the main road for accessing the regional sights.",0,0,0,0,1
"Great location and easy walk to restaurants and shopping.",0,0,0,0,1
"Friendly and helpful staff.",1,0,0,0,0
"Bright clean airy and impeccably maintained.",0,0,0,1,0
"It is located within easy walking distance from the town center yet enjoys its own quiet spot away from all the hustle n bustle.",0,0,0,0,1
"The owner and her staff were quite hospitable and helpful.",1,0,0,0,0
"The location is good--away from the center of town but with easy walking distance to the iSite and the downtown center.",0,0,0,0,0
"Loved the location and town.",0,0,0,0,1
"Convenient to walking down town on hanging flowered streets.",0,0,0,0,-1
"Amazing Well kept clean comfortable and staff were great!",1,0,0,1,0
"Brilliant just a great place to stay clean tidy close to town and very hospitable",0,0,0,1,0
"Central clean well maintained",0,0,0,1,1
"WE ENJOYED THE SIZE OF THE ROOM--VERY CLEAN AND THE BED WAS COMFORTABLE--LIKED THAT THERE WAS A RESTAURANT SO CLOSE--ALSO ENJOYED THE BREAKFAST IN THE MORNING",0,0,1,1,0
"The room was spacious  very clean.",0,0,0,1,0
"Great staff was very nice rooms clean far prices close to everything",1,0,0,1,0
"Probably the best value hotel in Nelson nothing special but you get breakfast a comfy bed and cable for the night for the cheapest rate in town.",0,0,1,0,0
"This was a family-owned property--a little tired looking but clean and the staff was very kind  helpful.",1,0,0,1,0
"Although the attached restaurant was very busy usually a good sign we were disappointed in the food.",0,0,0,0,0
"Continental breakfast was very minimal.",0,0,-1,0,0
"Nelson is a very interesting area to visit.",0,0,0,0,1
"Customer service was excellent.",1,0,0,0,0
"Location was fantastic.",0,0,0,0,1
"very clean comfortable hotel would definately stay again",0,0,0,1,0
"Had a great time  staff was what is uper friendly.",1,0,0,0,0
"There were pricier places to stay but the Villa was clean easy access to main road swings and a pool for kids [or anyone!].",0,0,0,1,0
"Motel is in easy walking distance to city centre shops  restaurants.",0,0,0,0,1
"Friendly staff.",1,0,0,0,0
"Great location.",0,0,0,0,1
"River and walks and parks around the corner.",0,0,0,0,1
"Great cafes nearby.",0,0,0,0,1
"Nice and close to what is upermarket and walk in to town.",0,0,0,0,1
"Staff were very friendly and happy to help.",1,0,0,0,0
"The staff were very friendly the room was clean and comfortable and the shower was amazing!",1,0,0,1,0
"The location couldn’t have been better right in the centre of Nelson.",0,0,0,0,1
"Excellent location and very comfortable bed and room.",0,0,0,0,1
"Staff awesome",1,0,0,0,0
"And easy walk around the city centre easy access to the main roads when driving.",0,0,0,0,1
"Nice motel close to centre rooms are always tidy.",0,0,0,1,0
"Perfect location to park up and shop.",0,0,0,0,1
"Very easy stay with  clean modern rooms.",0,0,0,1,0
"Good location to walk to city.",0,0,0,0,1
"Carpark in from of door friendly staff.",1,0,0,0,0
"Really happy with location of motel.",0,0,0,0,0
"every aspect from being handed fresh milk on arrival and no nonsense checkin with access latter we know  very lucky!",1,0,1,0,1
"Very comfortable set up for three persons and room was spotless.",0,0,0,1,0
"It was a perfect location within walking distance to everything we needed.",0,0,0,0,1
"She was very friendly and helpful even though I just woke her up.",1,0,0,0,0
"Nice room and helpful staff",1,0,0,0,0
"awesome spot right by the beach playgrounds bars  eatery's  more.",0,0,1,0,0
"Lovely staff nice room.",1,0,0,0,0
"Lovely location room was very clean and comfortable.",0,0,0,1,1
"Very relaxed atmosphere and staff were friendly and helpful.",1,0,0,0,0
"Nice friendly motel with good eating facilities close by  and a very nice continental breakfast included",1,0,1,0,0
"nice to get breakfast.",0,0,1,0,0
"Friendly and helpful host.",1,0,0,0,0
"Breakfast included was useful ceraeals fruit and toast.",0,0,1,0,0
"Great for morning walk in the beach.",0,0,0,0,0
"Rooms quite small but clean and beds comfortable.",0,0,0,1,0
"Great beach front location at Tahuna.",0,0,0,0,0
"Several bars and restaurants.",0,0,1,0,0
"Fish n chip shop and 2 fast food stores.",0,0,1,0,0
"Room was nice clean and adequate for our needs.",0,0,0,1,0
"Manager and relief manager were present at our stay.",0,0,0,0,0
"Great breakfast and breakfast room.",0,0,1,0,0
"Large seating area in gardens.",0,0,0,0,1
"Very friendly staff .",1,0,0,0,0
"Good location.  ",0,0,0,0,-1
"Room was very nice and clean.",0,0,0,1,0
"Hotel service was excellent beds were comfortable.",1,0,0,0,0
"Very nice friendly place.",1,0,0,0,0
"Close to food/activities Good breakfast  Friendly staff",1,0,1,0,0
"Just loved to wake up and have a walk on the Beach before breakfast",0,0,-1,0,-1
"Close to the beach friendly staff and always willing to chat.",1,0,0,0,0
"The Manager made our stay due to his warmth and friendliness.",1,0,0,0,0
"Breakfast was varied and great.",0,0,1,0,0
"Innkeeper was terrific- very friendly and helpful.",1,0,0,0,0
"Upon request we were provided a floor fan which helped with air circulation.",1,0,0,0,1
"Left before reception opened rang later to find out about getting money refunded   told it will take 5 days still waiting",0,0,0,0,0
"Spacious well appointed room with an excellent kitchen area.",0,0,0,0,1
"They got anything you need and tidy clean room.",0,0,0,1,0
"It was clean and tidy and close to the venue for our conference.",0,0,0,1,0
"Some good places to dine all within handy walking distance.",0,0,0,0,1
"Good location.",0,0,0,0,-1
"clean and tidy separate rooms and kitchen.",0,0,0,1,0
"Very basic near main road so lot of noise during day.",0,0,0,0,0
"Hotel staff was very nice advised on the local attractions restaurants etc.",1,0,0,0,0
"Great stay here for four nights close to Richmond and easy walking distance and close to the bike trail.",0,0,0,0,1
"Customer service at the reception is below par.",0,0,0,0,0
"Good off street parking and nice big room which was very clean and nicely furnished.",0,0,0,1,0
"After a bit of confusion with pricing we were really happy with the facilities and location of the motel.",0,0,0,0,0
"Very friendly staff Clean room!!",1,0,0,1,0
"Kitchenette was a bonus Fan kept out any traffic noise Convenient location Laundry faculty available",0,0,0,0,1
"Nice clean friendly hotel rooms comfortable.",1,0,0,1,0
"Good location",0,0,0,0,-1
"Very comfortable and clean good location with regards to walking distance to Richmond CBD",0,0,0,1,1
"Reasonably motel we had a quiet clean and warm two bedroom rear unit.",0,0,0,1,0
"Larger bedrooms but smaller living are.",-1,0,0,0,-1
"Great friendly service from staff gave us the info we needed helpful with suggestions on where to eat",1,0,0,0,0
"The manager was extremely friendly and helpful the room had nice comfortable facilities and was very well set out.",1,0,0,0,0
"Clean room near the beach and dirt cheap.",0,0,0,0,0
"Friendly staff.",1,0,0,0,0
"Often loud and rude guests.",0,0,0,0,0
"They need to walk the halls at night and quiet loud guests.",0,0,0,0,0
